Title,Source,Link,Authors,Abstract,Publication Date,Keywords,Subject Area
Wafer-Scale Vertical 1D GaN Nanorods/2D MoS<inf>2</inf>/PEDOT:PSS for Piezophototronic Effect-Enhanced Self-Powered Flexible Photodetectors,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208692975,Tang X.,,2025-12-01,,electronic engineering
Smart Gas Sensors: Recent Developments and Future Prospective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208631944,Zong B.,,2025-12-01,,electronic engineering
Defect Engineering with Rational Dopants Modulation for High-Temperature Energy Harvesting in Lead-Free Piezoceramics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208620627,Xi K.,,2025-12-01,,electronic engineering
Regularization by double complementary priors for full waveform inversion,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208589521,Qi H.,,2025-12-01,,electronic engineering
Backpropagation-based inference for spatial interpolation to estimate the blastability index in an open pit mine,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208572744,Hajlaoui Y.,,2025-12-01,,electronic engineering
Multifunctional Nacre-Like Nanocomposite Papers for Electromagnetic Interference Shielding via Heterocyclic Aramid/MXene Template-Assisted In-Situ Polypyrrole Assembly,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208496618,Xiong J.,,2025-12-01,,electronic engineering
SwinInver: 3D data-driven seismic impedance inversion based on Swin Transformer and adversarial training,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208027725,Zhu X.,,2025-12-01,,electronic engineering
A Flexible Smart Healthcare Platform Conjugated with Artificial Epidermis Assembled by Three-Dimensionally Conductive MOF Network for Gas and Pressure Sensing,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207695719,Zhou Q.,,2025-12-01,,electronic engineering
Scalable Ir-Doped NiFe<inf>2</inf>O<inf>4</inf>/TiO<inf>2</inf> Heterojunction Anode for Decentralized Saline Wastewater Treatment and H<inf>2</inf> Production,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207693971,Hong S.,,2025-12-01,,electronic engineering
"Inter-Skeleton Conductive Routes Tuning Multifunctional Conductive Foam for Electromagnetic Interference Shielding, Sensing and Thermal Management",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207692953,Li X.,,2025-12-01,,electronic engineering
Integration of Electrical Properties and Polarization Loss Modulation on Atomic Fe–N-RGO for Boosting Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207082423,Zhang K.,,2025-12-01,,electronic engineering
Recent Advances and Prospective Challenges of Iron Metal–Organic Framework (MOF) Catalysts in Electrochemical Fenton Treatment Technologies,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85206894628,Fisher T.M.,,2025-12-01,,electronic engineering
Optimizing breast cancer diagnosis: Harnessing the power of nature-inspired metaheuristics for feature selection with soft voting classifiers,International Journal of Cognitive Computing in Engineering,https://api.elsevier.com/content/abstract/scopus_id/85206830427,Benghazouani S.,,2025-12-01,,electronic engineering
Unleashing the Potential of Electroactive Hybrid Biomaterials and Self-Powered Systems for Bone Therapeutics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206567113,Liu S.,,2025-12-01,,electronic engineering
A Rapid Adaptation Approach for Dynamic Air-Writing Recognition Using Wearable Wristbands with Self-Supervised Contrastive Learning,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206499030,Guo Y.,,2025-12-01,,electronic engineering
Ultra-High Sensitivity Anisotropic Piezoelectric Sensors for Structural Health Monitoring and Robotic Perception,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206498331,Yin H.,,2025-12-01,,electronic engineering
Magneto-Dielectric Synergy and Multiscale Hierarchical Structure Design Enable Flexible Multipurpose Microwave Absorption and Infrared Stealth Compatibility,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206497239,Li C.,,2025-12-01,,electronic engineering
Molecular Structure Tailoring of Organic Spacers for High-Performance Ruddlesden–Popper Perovskite Solar Cells,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206360743,Liu P.,,2025-12-01,,electronic engineering
Flexible Graphene Field-Effect Transistors and Their Application in Flexible Biomedical Sensing,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206070184,Sun M.,,2025-12-01,,electronic engineering
"The Intersection of Artificial Intelligence, Wearable Devices, and Sexual Medicine",Current Urology Reports,https://api.elsevier.com/content/abstract/scopus_id/85206029288,Smerina D.R.,,2025-12-01,,electronic engineering
Optimization Strategies of Na<inf>3</inf>V<inf>2</inf>(PO<inf>4</inf>)<inf>3</inf> Cathode Materials for Sodium-Ion Batteries,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205954430,Hu J.,,2025-12-01,,electronic engineering
High Fe-Loading Single-Atom Catalyst Boosts ROS Production by Density Effect for Efficient Antibacterial Therapy,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205852147,Chen S.,,2025-12-01,,electronic engineering
3D Printing of Tough Hydrogel Scaffolds with Functional Surface Structures for Tissue Regeneration,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205739051,Yao K.,,2025-12-01,,electronic engineering
Defects-Rich Heterostructures Trigger Strong Polarization Coupling in Sulfides/Carbon Composites with Robust Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205731251,Liu J.,,2025-12-01,,electronic engineering
An Efficient Boron Source Activation Strategy for the Low-Temperature Synthesis of Boron Nitride Nanotubes,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205710315,Wang Y.,,2025-12-01,,electronic engineering
Exploring Nanoscale Perovskite Materials for Next-Generation Photodetectors: A Comprehensive Review and Future Directions,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205702776,Li X.,,2025-12-01,,electronic engineering
Engineered Cancer Nanovaccines: A New Frontier in Cancer Therapy,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205690998,Wang Y.,,2025-12-01,,electronic engineering
Recent Advances in Fibrous Materials for Hydroelectricity Generation,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205687973,Ge C.,,2025-12-01,,electronic engineering
Bioinspired Passive Tactile Sensors Enabled by Reversible Polarization of Conjugated Polymers,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204940332,He F.,,2025-12-01,,electronic engineering
Ultra-Transparent and Multifunctional IZVO Mesh Electrodes for Next-Generation Flexible Optoelectronics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204939817,Nirmal K.A.,,2025-12-01,,electronic engineering
Smart Cellulose-Based Janus Fabrics with Switchable Liquid Transportation for Personal Moisture and Thermal Management,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204939265,Xi J.,,2025-12-01,,electronic engineering
“Zero-Strain” NiNb<inf>2</inf>O<inf>6</inf> Fibers for All-Climate Lithium Storage,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204939089,Zhao Y.,,2025-12-01,,electronic engineering
Advances in Graphene-Based Electrode for Triboelectric Nanogenerator,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204936102,Xie B.,,2025-12-01,,electronic engineering
Alternative Strategy for Development of Dielectric Calcium Copper Titanate-Based Electrolytes for Low-Temperature Solid Oxide Fuel Cells,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204935955,Rauf S.,,2025-12-01,,electronic engineering
Boosting Oxygen Evolution Reaction Performance on NiFe-Based Catalysts Through d-Orbital Hybridization,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204935815,Wang X.,,2025-12-01,,electronic engineering
Prussian Blue Analogue-Templated Nanocomposites for Alkali-Ion Batteries: Progress and Perspective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204933678,Zhou J.E.,,2025-12-01,,electronic engineering
Constructing Donor–Acceptor-Linked COFs Electrolytes to Regulate Electron Density and Accelerate the Li<sup>+</sup> Migration in Quasi-Solid-State Battery,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204922896,Zhao G.,,2025-12-01,,electronic engineering
Designing Electronic Structures of Multiscale Helical Converters for Tailored Ultrabroad Electromagnetic Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204903711,Feng Z.,,2025-12-01,,electronic engineering
Bimetallic Single-Atom Catalysts for Water Splitting,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204882803,Deshmukh M.A.,,2025-12-01,,electronic engineering
Multiple Tin Compounds Modified Carbon Fibers to Construct Heterogeneous Interfaces for Corrosion Prevention and Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204785833,Guo Z.,,2025-12-01,,electronic engineering
Low-Temperature Oxidation Induced Phase Evolution with Gradient Magnetic Heterointerfaces for Superior Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204778088,He Z.,,2025-12-01,,electronic engineering
Advanced Functional Electromagnetic Shielding Materials: A Review Based on Micro-Nano Structure Interface Control of Biomass Cell Walls,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204695610,Shi Y.,,2025-12-01,,electronic engineering
Advancements and Challenges in Organic–Inorganic Composite Solid Electrolytes for All-Solid-State Lithium Batteries,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204424686,Zhang X.,,2025-12-01,,electronic engineering
A survey on scalable consensus algorithms for blockchain technology,Cyber Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85199302315,Jain A.K.,,2025-12-01,,electronic engineering
Distributed and trustworthy digital twin platform based on blockchain and Web3 technologies,Cyber Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85198751881,Hosseini Bamakan S.M.,,2025-12-01,,electronic engineering
"Authentication, access control and scalability models in Internet of Things Security–A review",Cyber Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85191295877,Kokila M.,,2025-12-01,,electronic engineering
Securing IoT devices with fast and energy efficient implementation of PRIDE and PRESENT ciphers,Cyber Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85191240117,Dahiphale V.,,2025-12-01,,electronic engineering
DOMESTIC VIOLENCE: MODERN CHALLENGES AND AREAS OF COUNTERACTION IN UKRAINE,Journal of Lifestyle and SDG'S Review,https://api.elsevier.com/content/abstract/scopus_id/85209812306,Teremetskyi V.I.,,2025-11-01,,electronic engineering
Enhancing emotion recognition in controlled environments with YoLoNetv8,Journal of Integrated Science and Technology,https://api.elsevier.com/content/abstract/scopus_id/85209130962,Singh E.,,2025-11-01,,electronic engineering
E-Waste Management Practices Through the Eyes of Responsible Departments at Malaysian Public Universities,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85207312126,Hashim R.,,2025-10-01,,electronic engineering
Hybrid Approach of Multiclassification for Lung Cancer Types Identification,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85207306966,Vaishya R.,,2025-10-01,,electronic engineering
Neural therapy in notalgia paresthetica,Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209724611,Ayyıldız A.,,2025-12-01,,electrical
Low-Temperature Fabrication of Stable Black-Phase CsPbI<inf>3</inf> Perovskite Flexible Photodetectors Toward Wearable Health Monitoring,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209545234,Zhao Y.,,2025-12-01,,electrical
Flexible Strain Sensors with Ultra-High Sensitivity and Wide Range Enabled by Crack-Modulated Electrical Pathways,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209539663,Bai Y.,,2025-12-01,,electrical
"Expression of Salivary miRNAs, Clinical, and Demographic Features in the Early Detection of Gastric Cancer: A Statistical and Machine Learning Analysis",Journal of Gastrointestinal Cancer,https://api.elsevier.com/content/abstract/scopus_id/85209484066,Koopaie M.,,2025-12-01,,electrical
"The crucial role of 5G, 6G, and fiber in robotic telesurgery",Journal of Robotic Surgery,https://api.elsevier.com/content/abstract/scopus_id/85209356066,Dohler M.,,2025-12-01,,electrical
Does innovation practices enhance the impact of environmental criteria adoption over entrepreneurial SMEs’ performance?,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209224974,Clemente-Almendros J.A.,,2025-12-01,,electrical
"Recent Advances in Artificial Sensory Neurons: Biological Fundamentals, Devices, Applications, and Challenges",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209180506,Zhong S.,,2025-12-01,,electrical
